YEAR,MONTH,BAND,ALBUM,GENRE,RATING,BEST SONG,
2019,OCTOBER,Devon Welsh,True Love,Chamber Pop,,,
2019,OCTOBER,DIIV,Deceiver,Indie Rock,,,
2019,OCTOBER,FKA Twigs,MAGDALENE,R&B,,,
2019,OCTOBER,Foals,Everything Not Saved Will Be Lost - Part 2,Indie Rock,,,
2019,OCTOBER,Floating Points,Crush,Electronic,,,
2019,OCTOBER,Kanye West,Jesus Is King,Rap,,,
2019,OCTOBER,Matt Berninger,Serpentine Prison,Indie Rock,,,
2019,OCTOBER,Michael Kiwanuka,KIWANUKA,R&B,,,
2019,OCTOBER,Mikal Cronin,Seeker,Indie Rock,,,
2019,OCTOBER,Nick Cave and The Bad Seeds,Ghostseen,Indie Rock,10,"""Sun Forest""",
2019,OCTOBER,Vagabon,Vagabon,R&B,,,
2019,OCTOBER,Wilco,Ode to Joy,Indie Rock,,,
,,,,,,,
2019,NOVEMBER,Blood Incantation,Hidden History of the Human Race,Metal,,,
2019,NOVEMBER,Davido,A Good Time,R&B,,,
2019,NOVEMBER,Earl Sheatshirt,Feet of Clay,Rap,,,
,,,,,,,
2019,DECEMBER,Burial,Tunes 2011-2011,Electronic,,,
,,,,,,,
2020,JANUARY,Dan Deacon,Mystic Familiar,Electronic,,,
2020,JANUARY,Destroyer,Have We Met,Indie Rock,,,
2020,JANUARY,Jeff Parker,Suite For Max Brown,Jazz,,,
2020,JANUARY,Torres,Silver Tongue,Indie Rock,,,
,,,,,,,
2020,FEBRUARY,Allie X,Cape God,Electro Pop,,,
2020,FEBRUARY,Against All Logic,2017-2019,Electronic,,,
2020,FEBRUARY,Arca,@@@@@,Electronic,,,
2020,FEBRUARY,Beatrice Dillon,Workaround,Electronic,,,
2020,FEBRUARY,Caribou,Suddenly,Electronic,,,
2020,FEBRUARY,Gil Scott-Heron - Makaya McCraven,We’re New Again: A Reimagining by Makaya McCraven,Jazz,,,
2020,FEBRUARY,Grimes,Miss Anthropocene,Electro Pop,,,
2020,FEBRUARY,King Krule,Man Alive!,Indie Rock,,,
2020,FEBRUARY,The Men,Mercy,Indie Rock,,,
2020,FEBRUARY,Moses Sumney,grae Part One,R&B,,,
2020,FEBRUARY,Real Estate,The Main Thing,Indie Rock,,,
2020,FEBRUARY,Soccer Mommy,color theory,Indie Pop,7,"""circle the drain""",
2020,FEBRUARY,Tame Impala,The Slow Rush,Indie Rock,,,
2020,FEBRUARY,Tennis,Swimmer,Indie Pop,,,
2020,FEBRUARY,Tycho,Simulcast,Electronic,,,
,,,,,,,
2020,MARCH,Bad Bunny,YHLQMDLG,Rap,,,
2020,MARCH,Dogleg,Melee,Indie Rock,,,
2020,MARCH,Dua Lipa,Future Nostalgia,Pop,9,"""Don't Start Now""",
2020,MARCH,Four Tet,Sixteen Oceans,Electronic,,,
2020,MARCH,Jay Electronica,A Written Testimony,Rap,,,
2020,MARCH,Lil Uzi Vert,Eternal Awake,Rap,,,
2020,MARCH,Lyra Pramuk,Fountain,Electronic,,,
2020,MARCH,Nicolas Jaar,Cenizas,Electronic,7,"""Sunder""",
2020,MARCH,Porches,Ricky Music,Electro Pop,,,
2020,MARCH,Porridge Radio,Every Bad,Indie Rock,,,
2020,MARCH,Sufjan Stevens,Aporia,Ambient,,,
2020,MARCH,U.S. Girls,Heavy Light,Indie Pop,,,
2020,MARCH,Waxahatchee,Saint Cloud,Indie Rock,,,
2020,MARCH,The Weeknd,After Hours,R&B,,,
,,,,,,,
2020,APRIL,Thundercat,It Is What It Is,R&B,,,
2020,APRIL,Yves Tumor,Heaven to a Tortured Mind,Experimental,,,
,,,,,,,
2020,MAY,Moses Sumney,grae Part Two,R&B,,,
